,wine_index,white_wine,white_wineries,white_regions,white_countries,white_avg_wine_ratings,white_avg_price,vintage_year
4040,4040,T\xeate de Cru Le Clos Pouilly-Fuiss\xe9 2012,Domaine J.A. Ferret,Pouilly-Fuiss\xe9,France,3.9,49.96,2012.0
4041,4041,Selvabianca Vernaccia Di San Gimignano 2014,Il Colombaio di Santachiara,Chianti,Italy,3.8,10.67,2014.0
4042,4042,Pened\xe8s Blanc Selecci\xf3 2015,Can Feixes,Catalunya,Spain,3.6,14.98,2015.0
4043,4043,Sauvignon Blanc 2012,Cartlidge & Browne,California,United States,3.5,13.28,2012.0
4044,4044,Le Rime Pinot Grigio - Chardonnay 2015,Banfi,Toscana,Italy,3.5,9.48,2015.0
4045,4045,Central Coast Chardonnay 2014,William Hill,Napa Valley,United States,3.6,12.94,2014.0
4046,4046,Chardonnay,Marcus James,Mendoza,Argentina,2.9,7.12,
4047,4047,Villa Solais Vermentino di Sardegna 2015,Santadi,Sardegna,Italy,3.6,13.98,2015.0
4048,4048,Clay Shales Chardonnay 2014,Crystallum,Walker Bay,South Africa,4.3,48.99,2014.0
4049,4049,Riesling S\xfcdtirol - Alto Adige Montiggl 2015,St. Michael-Eppan,Trentino-Alto Adige,Italy,3.8,20.87,2015.0
4050,4050,Eichhorn Pinot Bianco 2012,Manincor,Trentino-Alto Adige,Italy,3.9,15.98,2012.0
4051,4051,Chardonnay,Ch\xe2teau Montelena,Calistoga,United States,4.2,49.98,
4052,4052,Getariako Txakolina 2015,Ulacia,Pa\xeds Vasco,Spain,3.9,18.98,2015.0
4053,4053,Pinot Gris,Heartland,Langhorne Creek,Australia,3.5,5.49,
4054,4054,Single Vineyard Chardonnay 2012,Bodegas Salentein,Mendoza,Argentina,4.1,29.44,2012.0
4055,4055,Roussanne Bien Nacido Hillside Estate 2010,Qup\xe9,California,United States,3.9,35.99,2010.0
4056,4056,Riesling,Clean Slate,Mosel,Germany,3.8,9.98,
4057,4057,Stellenbosch Chardonnay,Uva Mira Mountain Vineyards,Stellenbosch,South Africa,4.5,71.0,
4058,4058,Diamond Collection Emerald Label Pinot Grigio 2014,Francis Ford Coppola,California,United States,3.5,12.98,2014.0
4059,4059,Satrico Lazio Bianco 2015,Casale del Giglio,Lazio,Italy,3.7,13.23,2015.0
4060,4060,Passion Fruit Moscato,Tropical,Asti,Italy,4.0,16.49,
4061,4061,Chassagne-Montrachet La Boudriotte Premier Cru 2007,Blain-Gagnard,C\xf4te de Beaune,France,4.6,54.65,2007.0
4062,4062,"[u""Rose 'N' Blum Pinot Grigio""]",Rosenblum Cellars,California,United States,3.5,9.98,
4063,4063,"[u""Winemaker's Collection Nelson Sweet Agnes Riesling 2012""]",Seifried,Nelson,New Zealand,4.5,23.15,2012.0
4064,4064,Chardonnay,Livingston,California,United States,3.1,7.98,
4065,4065,Pinot Grigio 2012,Clos du Bois,Sonoma County,United States,3.4,11.99,2012.0
4066,4066,Riesling Alsace S\xe9lection de Vieilles Vigne 2011,Trimbach,Alsace,France,3.7,19.15,2011.0
4067,4067,Greco Di Tufo Nova Serra,Mastroberardino,Campania,Italy,3.6,21.29,
4068,4068,Chardonnay 2014,Alamos,Mendoza,Argentina,3.5,9.48,2014.0
4069,4069,Meursault Les Chevalieres,Domaine Coche-Dury,C\xf4te de Beaune,France,4.5,746.94,
4070,4070,Notios White,Gaia,Nemea,Greece,3.4,15.98,
4071,4071,Original Chenin Blanc Unwooded 2013,Raats,Stellenbosch,South Africa,3.6,14.98,2013.0
4072,4072,Vina do Val,V&B Gallegas,Catalunya,Spain,2.6,5.98,
4073,4073,Moscatel Galego Douro White,Quinta do Portal,Douro,Portugal,3.7,18.98,
4074,4074,Riesling Trocken,Deep Roots,Rheinhessen,Germany,3.5,13.62,
4075,4075,Albizzia Chardonnay 2015,Frescobaldi,Toscana,Italy,3.4,16.53,2015.0
4076,4076,Muenchberg Vendanges Tardives Riesling 2007,Ostertag,Alsace,France,4.5,90.0,2007.0
4077,4077,O Rosal Albari\xf1o,Terras Gauda,R\xedas Baixas,Spain,4.0,21.98,
4078,4078,Mantele Sauvignon 2014,Nals Margreid,Alto Adige,Italy,3.9,17.73,2014.0
4079,4079,Montrachet Grand Cru 2008,Domaine Jacques Prieur,Bourgogne,France,4.8,894.96,2008.0
4080,4080,Reserve Selection Chardonnay 2013,Raymond,St. Helena,United States,3.8,19.41,2013.0
4081,4081,B\xe2tard-Montrachet Grand Cru,J.M. Boillot,Pommard,France,4.5,287.98,
4082,4082,Sauvignon Blanc Reserve 2014,Honig,Rutherford,United States,3.8,23.48,2014.0
4083,4083,Grave Friuli Pinot Grigio,Campanile,Friuli-Venezia Giulia,Italy,3.3,9.98,
4084,4084,Eichhorn Pinot Bianco,Manincor,Trentino-Alto Adige,Italy,3.9,30.89,
4085,4085,Chablis Premier Cru Vaulorent,Domaine Jean-Marc Brocard,Chablis,France,4.0,36.99,
4086,4086,Chardonnay,"[u""Rawson's Retreat""]",South Eastern Australia,Australia,3.2,8.98,
4087,4087,Pinot Grigio Terre Siciliane 2015,Santa Cristina,Toscana,Italy,3.6,12.98,2015.0
4088,4088,Bit\xe1cora Verdejo 2015,Castellana,Rueda,Spain,3.6,8.18,2015.0
4089,4089,"[u""Ashley's Vineyard Chardonnay""]",Fess Parker,Central Coast,United States,3.8,17.97,
4090,4090,Chenin Blanc - Viognier 2010,Pine Ridge,Napa Valley,United States,4.0,12.98,2010.0
4091,4091,Sancerre Chavignol 2015,Domaine Vincent Delaporte,Upper Loire,France,4.1,25.96,2015.0
4092,4092,Cornell Formigar Chardonnay S\xfcdtirol Alto Adige 2013,Colterenzio,Alto Adige,Italy,4.1,16.93,2013.0
4093,4093,Els Amelers Garnatxa Blanca 2013,Lafou,Tarragona,Spain,3.8,31.71,2013.0
4094,4094,Reserve Chardonnay 2013,Ferrari Carano,Sonoma County,United States,4.2,34.94,2013.0
4095,4095,Riverbank Riesling,Wente,Livermore Valley,United States,3.7,11.98,
4096,4096,Chardonnay 2012,Giaconda,North East Victoria,Australia,4.4,100.97,2012.0
4097,4097,California Chardonnay,Snap Dragon,California,United States,3.3,8.98,
4098,4098,Sans Barrique Chardonnay 2015,Bouchard Finlayson,Walker Bay,South Africa,3.7,17.32,2015.0
4099,4099,Rain Riesling 2013,Alois Lageder ,Alto Adige,Italy,3.8,25.28,2013.0
4100,4100,Meursault Blanc 2010,Domaine Coche-Dury,C\xf4te de Beaune,France,4.6,355.78,2010.0
4101,4101,Collio Reserva Sauvignon,Russiz Superiore,Friuli-Venezia Giulia,Italy,3.9,40.49,
4102,4102,Kerner 2015,Abbazia di Novacella,Trentino-Alto Adige,Italy,3.8,19.98,2015.0
4103,4103,O Rosal Albari\xf1o 2013,Terras Gauda,R\xedas Baixas,Spain,4.1,19.62,2013.0
4104,4104,Anth\xeclia,Donnafugata,Terre Siciliane,Italy,3.6,16.88,
4105,4105,M\xe2con Les Morizottes 2012,Marie-Pierre Manciat,M\xe2connais,France,3.5,18.48,2012.0
4106,4106,Gavi 2013,Enrico Serafino,Piemonte,Italy,3.5,16.99,2013.0
4107,4107,Chablis 1er Cru Vaillons Cuv\xe9e Guy Moreau 2013,Christian Moreau Pere & Fils,Chablis,France,4.2,60.06,2013.0
4108,4108,Chardonnay 2012,Bernardus,Central Coast,United States,4.2,22.98,2012.0
4109,4109,Collio Sauvignon 2014,Russiz Superiore,Friuli-Venezia Giulia,Italy,3.8,28.8,2014.0
4110,4110,"[u""Cadet d'Oc Chardonnay""]",Cadet D Oc,"[u""Vin de Pays d'Oc""]",France,3.2,9.98,
4111,4111,Hefeabzug Gruner Veltliner 2014,Nikolaihof,Wien,Austria,4.0,27.08,2014.0
4112,4112,Sainte C\xe9cile Costi\xe8res de N\xeemes Blanc,"[u""Ch\xe2teau l'Ermitage""]",Costi\xe8res-de-N\xeemes,France,3.6,12.48,
4113,4113,Napa Valley Chardonnay,White Rock,Napa Valley,United States,4.1,42.48,
4114,4114,Chevalier-Montrachet Grand Cru 2007,Bouchard P\xe8re & Fils,Bourgogne,France,4.0,225.0,2007.0
4115,4115,Riesling Graacher Himmelreich Auslese,Joh. Jos. Pr\xfcm,Mosel,Germany,4.2,51.68,
4116,4116,Triptyque Pouilly-Fum\xe9,A Cailbourdin,Upper Loire,France,3.9,23.99,
4117,4117,Espor\xe3o Private Selection Branco,Espor\xe3o,Alentejano,Portugal,4.1,19.18,
4118,4118,Falanghina 2014,Vinosia,Campania,Italy,3.5,14.95,2014.0
4119,4119,Sauvignon Blanc Costa,Koyle,Valle de Colchagua,Chile,3.6,25.69,
4120,4120,Sauvignon Blanc 2015,Starborough,California,United States,3.8,11.98,2015.0
4121,4121,Chianti Classico 2012,Poggio Bonelli,Chianti,Italy,3.7,17.97,2012.0
4122,4122,Chardonnay,Adaptation,Napa Valley,United States,3.8,24.98,
4123,4123,Venezia Giulia Vintage Tunina,Jermann,Friuli-Venezia Giulia,Italy,4.3,64.98,
4124,4124,Chardonnay 2014,Cloudy Bay,Marlborough,New Zealand,4.0,27.99,2014.0
4125,4125,Riesling Alsace Les Princes Abb\xe9s,Domaines Schlumberger,Alsace,France,3.6,19.23,
4126,4126,Alentejo Reserva Branco,Adega de Borba,Alentejo,Portugal,3.5,8.48,
4127,4127,Chardonnay EQ,Matetic,Valle de San Antonio,Chile,3.8,27.38,
4128,4128,Txakoli Getariako Txakolina 2015,Txomin Etxaniz,Pa\xeds Vasco,Spain,3.7,19.98,2015.0
4129,4129,Chardonnay 2015,Martin Ray,Sonoma County,United States,4.0,16.98,2015.0
4130,4130,Chablis Chardonnay 2014,Barton & Guestier,Bordeaux,France,4.0,19.99,2014.0
4131,4131,Puligny-Montrachet 1er Cru Le Clavoillon 2005,Domaine Leflaive,Bourgogne,France,4.1,190.98,2005.0
4132,4132,Electra Red Moscato 2014,Quady,California,United States,4.5,12.98,2014.0
4133,4133,Riesling,Yellow Tail,South Eastern Australia,Australia,3.3,6.98,
4134,4134,Bourgogne Blanc 2012,Dominique Lafon,C\xf4te de Beaune,France,3.9,39.98,2012.0
4135,4135,Piodilei Chardonnay Langhe 2013,Pio Cesare,Piemonte,Italy,3.9,22.49,2013.0
4136,4136,Mirabello Pinot Grigio 2014,Adria IT,Puglia,Italy,3.5,12.98,2014.0
4137,4137,Grillo Sicilia SurSur 2014,Donnafugata,Terre Siciliane,Italy,3.7,16.88,2014.0
4138,4138,Horse Heaven Vineyard Sauvignon Blanc 2015,Ch\xe2teau Ste. Michelle,Columbia Valley,United States,3.7,15.38,2015.0
4139,4139,Sixto Roza Hills Chardonnay,Charles Smith,Walla Walla Valley,United States,4.0,52.88,
4140,4140,Reserva Sauvignon Blanc,Vi\xf1a Santa Rita,Valle del Maipo,Chile,3.2,11.98,
4141,4141,Pinot Grigio delle Venezie,Pasqua,Veneto,Italy,3.3,7.98,
4142,4142,Clos du Ch\xe2teau Bourgogne Chardonnay 2013,Ch\xe2teau de Meursault,Meursault,France,3.8,44.98,2013.0
4143,4143,Chardonnay,Turning Leaf,California,United States,3.2,6.98,
4144,4144,Vouvray Le Haut-Lieu Sec 2011,Domaine Huet,Vouvray,France,3.9,35.98,2011.0
4145,4145,Chablis Premier Cru Fourchaume 2012,Louis Jadot,Bourgogne,France,4.0,512.0,2012.0
4146,4146,Meursault-Charmes Premier Cru 2001,Domaine des Comtes Lafon,Meursault,France,4.5,305.98,2001.0
4147,4147,Brumaire Chardonnay,EnRoute,Russian River Valley,United States,4.1,50.28,
4148,4148,Noble S\xe9millon 2013,Viu Manent,Valle de Colchagua,Chile,3.5,12.98,2013.0
4149,4149,Riesling Graacher Himmelreich Sp\xe4tlese,Joh. Jos. Pr\xfcm,Mosel,Germany,4.2,40.98,
4150,4150,Grand Cru Altenberg de Bergheim 2010,Domaine Marcel Deiss,Alsace,France,4.3,88.99,2010.0
4151,4151,Ch\xe2teauneuf-du-Pape Blanc 2013,Ch\xe2teau de Beaucastel,Ch\xe2teauneuf-du-Pape,France,4.2,89.98,2013.0
4152,4152,Riesling,Barefoot,Napa Valley,United States,3.7,6.98,
4153,4153,Chardonnay 2014,Heitz Cellar,St. Helena,United States,3.8,24.39,2014.0
4154,4154,La Carriere,Peter Michael Winery,Knights Valley,United States,4.5,119.48,
4155,4155,Chardonnay 2014,Hess Select,Mendocino County,United States,3.6,10.98,2014.0
4156,4156,Rioja Blanco,Murua,Rioja,Spain,4.0,13.29,
4157,4157,Judean Hills 2012,Tzora,Harey Yehuda,Israel,3.8,32.48,2012.0
4158,4158,Chardonnay,Maison Nicolas,Languedoc-Roussillon,France,3.1,8.98,
4159,4159,Arcane 2012,Ch\xe2teau de Fosse Seche,Loire,France,3.7,26.97,2012.0
4160,4160,Friuli Grave Pinot Grigio,Benvolio,Friuli-Venezia Giulia,Italy,3.4,9.94,
4161,4161,Pinot Grigio 2014,Belvino,Veneto,Italy,3.3,4.58,2014.0
4162,4162,As Sortes Val do Bibei,Rafael Palacios,Galicia,Spain,4.1,51.69,
4163,4163,Saint-Aubin 1er Cru Les Frionnes 2007,Hubert Lamy,C\xf4te de Beaune,France,4.4,55.81,2007.0
4164,4164,Sustainable White,Parducci Wine Cellars,California,United States,3.6,10.98,
4165,4165,Metallico Un-Oaked Chardonnay,Morgan,California,United States,3.7,21.99,
4166,4166,Sauvignon Blanc 2014,Smoking Loon,California,United States,3.6,9.54,2014.0
4167,4167,Puligny-Montrachet Premier Cru Les Pucelles,Vincent Girardin,Bourgogne,France,4.3,73.71,
4168,4168,Zind 2012,Domaine Zind Humbrecht,Alsace,France,4.2,27.98,2012.0
4169,4169,Palladius,The Sadie Family,Swartland,South Africa,4.5,108.99,
4170,4170,"[u""Trebbiano d'Abruzzo 2014""]",Masciarelli,Abruzzo,Italy,3.5,10.98,2014.0
4171,4171,Menetou-Salon Blanc 2014,Domaine Philippe Gilbert,Upper Loire,France,3.6,23.21,2014.0
4172,4172,Riesling Auslese Brauneberger Juffer Sonnenuhr 2007,Fritz Haag,Brauneberg,Germany,4.2,109.99,2007.0
4173,4173,Moscato,Barefoot,Napa Valley,United States,3.8,6.98,
4174,4174,Andr\xe9 Jacquart Brut Experience,Andre Jacquart,Champagne,France,3.8,48.96,
4175,4175,Los Olivos Chardonnay,Maldonado Family Vineyards,Napa Valley,United States,4.0,46.49,
4176,4176,Vin Santo di Montepulciano 1995,Fattoria della Talosa,Vino Nobile di Montepulciano,Italy,4.5,35.0,1995.0
4177,4177,Veneto Dei Leoni Garganega,Fratelli Vogadori,Valpolicella,Italy,4.5,11.8,
4178,4178,Rias Baixas Albari\xf1o 2013,Taboexa,Galicia,Spain,3.5,15.98,2013.0
4179,4179,Chardonnay,Kunde,Sonoma County,United States,3.6,16.98,
4180,4180,Regaleali Bianco Sicilia 2014,"[u""Tasca d'Almerita""]",Terre Siciliane,Italy,3.6,11.98,2014.0
4181,4181,Sauvignon Blanc 2014,Mirassou,California,United States,3.7,8.98,2014.0
4182,4182,Cl\xe9mentin de Pape Cl\xe9ment Pessac-Leognan Blanc 2012,Ch\xe2teau Pape Cl\xe9ment,Pessac-Leognan,France,4.2,174.43,2012.0
4183,4183,Sauvignon Quarz 2009,Terlan,Alto Adige,Italy,4.4,64.94,2009.0
4184,4184,Monterey Chardonnay,Ranch 32,Central Coast,United States,3.3,18.48,
4185,4185,Chardonnay,Bogle,California,United States,3.7,9.98,
4186,4186,Chablis Grand Cru Valmur 2009,Christian Moreau Pere & Fils,Chablis,France,4.1,49.94,2009.0
4187,4187,B\xe2tard-Montrachet Grand Cru 2012,Louis Latour,C\xf4te de Nuits,France,4.5,295.0,2012.0
4188,4188,Grand Vin de Glenelly Chardonnay 2013,Glenelly,Stellenbosch,South Africa,3.9,19.98,2013.0
4189,4189,P\xeara-Manca Branco 2008,Cartuxa,Evora,Portugal,4.5,273.25,2008.0
4190,4190,Gentil Alsace,Hugel,Alsace,France,3.6,14.48,
4191,4191,Benefizio Pomino Riserva 2010,Castello di Pomino,Pomino,Italy,4.1,38.67,2010.0
4192,4192,Bric del Gaian Red,Berta,Piemonte,Italy,4.5,117.0,
4193,4193,Pinot Grigio,Livio Felluga,Colli Orientali del Friuli,Italy,3.9,24.98,
4194,4194,Gaba Do Xil Godello Valdeorras 2010,Telmo Rodriguez,Navarra,Spain,3.5,15.98,2010.0
4195,4195,Garcia Blanco de Albillo 2010,Bodegas Valduero,Ribera del Duero,Spain,3.2,18.99,2010.0
4196,4196,Chassagne-Montrachet La Boudriotte Premier Cru 2011,Blain-Gagnard,C\xf4te de Beaune,France,4.1,74.48,2011.0
4197,4197,Marlborough Sauvignon Blanc 2015,Babich,Marlborough,New Zealand,3.9,12.98,2015.0
4198,4198,Pinot Grigio Delle Venezie,Bolla,Veneto,Italy,3.5,8.98,
4199,4199,High Serenity Ranch Valley Pinot Gris 2013,Brassfield Estate,California,United States,3.6,17.13,2013.0
4200,4200,"[u""D'Asti Moscato""]",Villa Rosa,Chianti,Italy,4.3,17.99,
4201,4201,Anjou Blanc 2013,Mosse,Loire,France,3.9,26.99,2013.0
4202,4202,Estate Chardonnay,Rodney Strong,Sonoma County,United States,3.7,17.93,
4203,4203,Chardonnay 2013,Klein Constantia,Coastal Region,South Africa,3.9,30.59,2013.0
4204,4204,Savigny-les-Beaune Pimentiers,Jean Chartron,C\xf4te de Beaune,France,4.0,30.89,
4205,4205,Gew\xfcrztraminer,Red Newt,Finger Lakes,United States,3.3,14.98,
4206,4206,"[u""Limited Edition Moscato D'Asti 2013""]",Risata,Asti,Italy,4.4,13.99,2013.0
4207,4207,"[u""Moscato d'Asti 2012""]",Ruffino,Toscana,Italy,4.0,16.98,2012.0
4208,4208,Gavi Villa Scolca,La Scolca,Gavi,Italy,3.6,16.28,
4209,4209,Sous La Velle Meursault 2011,Remi Jobard,C\xf4te de Beaune,France,4.1,59.98,2011.0
4210,4210,Chardonnay Yarden 2014,Yarden,Galil,Israel,3.7,19.08,2014.0
4211,4211,R\xedas Baixas Albari\xf1o,Mar de Frades,R\xedas Baixas,Spain,3.9,14.83,
4212,4212,Chardonnay Ma Princesse,Morlet Family Vineyards,St. Helena,United States,4.4,93.0,
4213,4213,Verdejo Rueda 2013,Tamaral,Castilla y Le\xf3n,Spain,3.6,13.98,2013.0
4214,4214,Santorini 2015,Domaine Sigalas,Santorini,Greece,4.0,24.98,2015.0
4215,4215,Reserve Chardonnay 2014,Angeline,Russian River Valley,United States,3.6,12.98,2014.0
4216,4216,"[u""Lune d'Or 2014""]",Clos des Lunes,Sauternes,France,3.6,20.48,2014.0
4217,4217,Cefiro Reserva Chardonnay 2014,Casablanca,Valle de Casablanca,Chile,3.8,8.97,2014.0
4218,4218,Gew\xfcrztraminer,Sheldrake Point,Finger Lakes,United States,3.9,16.79,
4219,4219,Chardonnay Stone Flat Vineyard,Kistler Vineyards,Sonoma County,United States,4.5,119.94,
4220,4220,Soave 2014,Tamellini,Valpolicella,Italy,3.6,14.23,2014.0
4221,4221,Corton-Charlemagne Grand Cru,Domaine du Pavillon,C\xf4te de Beaune,France,4.2,167.99,
4222,4222,Yattarna Chardonnay 2012,Penfolds,South Australia,Australia,4.1,134.99,2012.0
4223,4223,Margaret Semillon 2009,Peter Lehmann,Barossa,Australia,3.7,23.13,2009.0
4224,4224,Palladius 2008,The Sadie Family,Swartland,South Africa,4.4,48.0,2008.0
4225,4225,Pinot Grigio 2013,Danzante,Toscana,Italy,3.4,11.28,2013.0
4226,4226,Sauvignon Blanc,Ponga,Marlborough,New Zealand,3.8,11.98,
4227,4227,Sauvignon Blanc 2014,Sebastiani,Sonoma County,United States,4.1,13.96,2014.0
4228,4228,Chardonnay Reserva,Apaltagua,Valle de Curic\xf3,Chile,3.3,12.23,
4229,4229,Chardonnay,Murphy-Goode,California,United States,3.6,12.98,
4230,4230,Chardonnay 2013,Clos du Bois,Sonoma County,United States,3.3,10.98,2013.0
4231,4231,Gr\xfcner Veltliner,Lenz Moser,Nieder\xf6sterreich,Austria,3.4,9.33,
4232,4232,Pouilly-Fum\xe9,Lebrun,Upper Loire,France,3.7,19.99,
4233,4233,Gew\xfcrztraminer Alsace 2011,Hugel,Alsace,France,3.6,24.98,2011.0
4234,4234,Chardonnay Carneros 2014,Frank Family Vineyards,Calistoga,United States,4.2,29.97,2014.0
4235,4235,Gew\xfcrztraminer 2013,Villa Maria,Auckland,New Zealand,3.5,12.99,2013.0
4236,4236,Riesling 2013,Pacher Hof,Trentino-Alto Adige,Italy,3.7,29.79,2013.0
4237,4237,Riesling Alsace R\xe9serve Personnelle 2012,Domaine Weinbach,Alsace,France,4.0,32.48,2012.0
4238,4238,Rias Baixas Albari\xf1o 2012,Do Ferreiro,R\xedas Baixas,Spain,4.0,13.99,2012.0
4239,4239,Montagny 1er Cru La Grande Roche,Louis Latour,C\xf4te de Nuits,France,3.8,20.48,
4240,4240,"[u""Moscato d'Asti Bricco Quaglia 2015""]",La Spinetta,Piemonte,Italy,4.1,17.97,2015.0
4241,4241,Gew\xfcrztraminer S\xfcdtirol-Alto Adige 2014,Cantina Tramin,Trentino-Alto Adige,Italy,3.8,20.97,2014.0
4242,4242,Buisson Renard 2010,Didier Dagueneau,Pouilly-Fum\xe9,France,4.2,104.99,2010.0
4243,4243,Riesling Alsace Grand Cru Schlossberg,Domaine Weinbach,Alsace,France,4.2,38.29,
4244,4244,Preludio N\xb01 Chardonnay 2014,Rivera,Puglia,Italy,3.5,13.47,2014.0
4245,4245,Chassagne-Montrachet Les Encegni\xe8res 2013,Marc Colin et Fils,Saint-Aubin,France,4.0,54.99,2013.0
4246,4246,Old Vine Reserve Chenin Blanc 2014,Ken Forrester,Stellenbosch,South Africa,3.7,12.88,2014.0
4247,4247,Rias Baixas Albarino 2014,Eidosela,Galicia,Spain,3.8,14.99,2014.0
4248,4248,Fiano Salento,Masseria Altemura,Brindisi,Italy,3.6,13.98,
4249,4249,Nuits-Saint-Georges Premier Cru Les Terrasses Ch\xe2teau Gris,Albert Bichot,Bourgogne,France,4.4,84.98,
4250,4250,Chardonnay Reserve,Ponzi Vineyards,Willamette Valley,United States,3.9,35.93,
4251,4251,"[u""Moscato d'Asti""]",Ruffino,Toscana,Italy,4.2,12.98,
4252,4252,Sauvignon S\xfcdtirol - Alto Adige Lahn 2013,St. Michael-Eppan,Trentino-Alto Adige,Italy,3.8,20.39,2013.0
4253,4253,Is Argiolas Vermentino di Sardegna 2015,Argiolas,Sardegna,Italy,3.9,20.06,2015.0
4254,4254,Sauvignon Blanc 2013,Kingfisher Bay,Marlborough,New Zealand,4.4,15.49,2013.0
4255,4255,"[u""Vintner's Collection Sauvignon Blanc""]",Sterling,Calistoga,United States,3.5,9.98,
4256,4256,Bordeaux Sauvignon Blanc 2014,Michel Lynch,Bordeaux,France,3.4,11.98,2014.0
4257,4257,"[u""Sauvignon Blanc Mary's Vineyard 2013""]",Trinchero Napa Valley,St. Helena,United States,3.5,16.98,2013.0
4258,4258,ViNO Pinot Grigio,Charles Smith,Walla Walla Valley,United States,3.4,11.98,
4259,4259,The Money Spider Roussanne 2014,"[u""d'Arenberg""]",McLaren Vale,Australia,3.7,17.97,2014.0
4260,4260,Gewurztraminer Alsace R\xe9serve 2007,Trimbach,Alsace,France,3.9,29.99,2007.0
4261,4261,Chardonnay,Stonecap Wines,Columbia Valley,United States,3.4,8.98,
4262,4262,Pomino Chardonnay 2014,Castello di Pomino,Pomino,Italy,3.8,19.83,2014.0
4263,4263,Bairrada Reserva Da Familia 2011,Aveleda,Minho,Portugal,3.9,24.68,2011.0
4264,4264,Riesling Alsace R\xe9serve Personnelle,Domaine Weinbach,Alsace,France,3.9,27.68,
4265,4265,Grillo Sicilia Stemmari 2012,Feudo Arancio,Terre Siciliane,Italy,3.3,9.99,2012.0
4266,4266,Collio Pinot Grigio 2013,Schiopetto,Friuli-Venezia Giulia,Italy,3.7,27.19,2013.0
4267,4267,Sancerre Clos Du Roy Blanc 2013,Pascal Jolivet,Sancerre,France,4.0,31.96,2013.0
4268,4268,Chardonnay Santa Maria Valley 2012,Au Bon Climat,Santa Barbara County,United States,4.0,33.76,2012.0
4269,4269,Riesling Alsace Cuv\xe9e Fr\xe9d\xe9ric Emile 2009,Trimbach,Alsace,France,3.8,59.94,2009.0
4270,4270,Pinot Grigio Alto Adige,Santa Margherita,Veneto,Italy,4.0,22.98,
4271,4271,Moscato,Flipflop,Livermore Valley,United States,3.4,5.96,
4272,4272,Mercurey Blanc,Faiveley,Bourgogne,France,3.8,21.99,
4273,4273,East Side Vineyard Sauvignon Blanc,Pedroncelli,Sonoma County,United States,3.7,13.28,
4274,4274,T\xeate de Cru Les Perri\xe8res Pouilly-Fuiss\xe9 2012,Domaine J.A. Ferret,Pouilly-Fuiss\xe9,France,4.5,60.94,2012.0
4275,4275,Trocken Riesling 2011,Sybille Kuntz,Mosel,Germany,3.8,14.98,2011.0
4276,4276,Chardonnay,Two Vines,Washington,United States,3.4,7.98,
4277,4277,Chablis,Francine et Olivier Savary,Chablis,France,3.8,27.88,
4278,4278,Twin Vines Vinho Verde 2010,Jos\xe9 Maria da Fonseca,Pen\xednsula de Set\xfabal,Portugal,3.5,20.0,2010.0
4279,4279,Tradition Gew\xfcrztraminer,Kuentz-Bas,Alsace,France,3.7,23.49,
4280,4280,Chassagne-Montrachet Premier Cru Les Ruchottes 2009,Domaine Ramonet,C\xf4te de Beaune,France,4.5,179.99,2009.0
4281,4281,Pinot Grigio 2014,Alois Lageder ,Alto Adige,Italy,3.6,14.98,2014.0
4282,4282,Clara Benegas Chardonnay 2012,Benegas,Mendoza,Argentina,3.5,9.99,2012.0
4283,4283,The Merle Clare Valley Riesling,Pikes,Clare Valley,Australia,3.9,40.23,
4284,4284,Chablis,Vrignaud,Chablis,France,3.6,15.49,
4285,4285,"[u""Drover's Hut Chardonnay 2012""]",Nugan,South Eastern Australia,Australia,3.8,15.98,2012.0
4286,4286,Chardonnay Barrel Fermented,Jordan Stellenbosch,Stellenbosch,South Africa,3.9,22.0,
4287,4287,1865 Single Vineyard Sauvignon Blanc 2014,San Pedro,Valle Central,Chile,3.4,16.98,2014.0
4288,4288,Le Cigare Blanc 2011,Bonny Doon,California,United States,3.5,22.98,2011.0
4289,4289,Saint-V\xe9ran,Joseph Drouhin,Bourgogne,France,3.6,19.18,
4290,4290,Chardonnay Vigneti delle Dolomiti 2013,Santa Margherita,Veneto,Italy,3.5,7.37,2013.0
4291,4291,"[u""Blanc De L'Observatoire 2012""]",Ch\xe2teau Ksara,Bekaa Valley,Lebanon,3.3,11.08,2012.0
4292,4292,Margaret River Mangan Sauvignon Blanc S\xe9millon 2012,Cullen,South West Australia,Australia,3.3,21.22,2012.0
4293,4293,"Chablis Premier Cru ""Butteaux"" 2013",Louis Michel & Fils,Chablis,France,4.0,33.98,2013.0
4294,4294,Corton-Charlemagne Grand Cru,Philippe Pacalet,Bourgogne,France,4.4,219.0,
4295,4295,Cold Creek Chardonnay,Ch\xe2teau Ste. Michelle,Columbia Valley,United States,3.6,24.68,
